Run,Product,OSM,Compare,Pop,Edges,Clusters,Size,Leesalee,Slope,%Urban,Xmean,Ymean,Rad,Fmatch,Diff,Brd,Sprd,Slp,RG
21060,0.27073,0.717971346,0.9978,0.94313,0.84717,0.99217,0.97775,0.47586,0.95396,0.86902,0.96608,0.9849,0.93258,0,55,94,56,75,55
21652,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,65
21653,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,70
21654,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,75
21655,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,80
21656,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,85
21657,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,90
21658,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,95
21659,0.26805,0.714335782,0.99891,0.94071,0.84087,0.99426,0.98105,0.47487,0.95594,0.86589,0.96798,0.98264,0.93023,0,55,95,54,30,100
3802,0.26926,0.713527661,0.99132,0.94017,0.84404,0.99988,0.9873,0.47476,0.95096,0.86613,0.97119,0.98223,0.92952,0,50,97,57,30,65
3803,0.26926,0.713527661,0.99132,0.94017,0.84404,0.99988,0.9873,0.47476,0.95096,0.86613,0.97119,0.98223,0.92952,0,50,97,57,30,70
1614,0.26821,0.712737342,0.99549,0.93949,0.84405,0.99355,0.98337,0.4766,0.95784,0.86424,0.96477,0.98339,0.92905,0,50,95,56,40,75
1615,0.26821,0.712737342,0.99549,0.93949,0.84405,0.99355,0.98337,0.4766,0.95784,0.86424,0.96477,0.98339,0.92905,0,50,95,56,40,80
1616,0.26821,0.712737342,0.99549,0.93949,0.84405,0.99355,0.98337,0.4766,0.95784,0.86424,0.96477,0.98339,0.92905,0,50,95,56,40,85
1617,0.26821,0.712737342,0.99549,0.93949,0.84405,0.99355,0.98337,0.4766,0.95784,0.86424,0.96477,0.98339,0.92905,0,50,95,56,40,90
1618,0.26821,0.712737342,0.99549,0.93949,0.84405,0.99355,0.98337,0.4766,0.95784,0.86424,0.96477,0.98339,0.92905,0,50,95,56,40,95
1619,0.26821,0.712737342,0.99549,0.93949,0.84405,0.99355,0.98337,0.4766,0.95784,0.86424,0.96477,0.98339,0.92905,0,50,95,56,40,100
12600,0.26777,0.711957602,0.99863,0.94104,0.84296,0.98662,0.98105,0.47559,0.95063,0.86616,0.97469,0.98312,0.93065,0,53,94,55,10,55
4462,0.26774,0.710530029,0.99012,0.9399,0.84979,0.99698,0.98538,0.47614,0.95823,0.8639,0.95655,0.98319,0.92968,0,51,94,55,20,65
4463,0.26774,0.710530029,0.99012,0.9399,0.84979,0.99698,0.98538,0.47614,0.95823,0.8639,0.95655,0.98319,0.92968,0,51,94,55,20,70
2592,0.26638,0.709627473,0.99867,0.93985,0.84506,0.99575,0.98172,0.47575,0.95504,0.86471,0.95517,0.98494,0.92945,0,50,96,56,20,65
7730,0.2649,0.70958122,0.99983,0.93999,0.84131,0.99327,0.97581,0.47572,0.95477,0.86525,0.96263,0.98304,0.92945,0,51,97,56,40,55
12872,0.26677,0.708870631,0.99538,0.94091,0.84202,0.99564,0.98132,0.47553,0.95024,0.86699,0.96695,0.98258,0.93018,0,53,94,56,60,65
2591,0.26581,0.707943044,0.99863,0.93975,0.84371,0.9962,0.98172,0.47597,0.95432,0.86463,0.95537,0.98441,0.92933,0,50,96,56,20,60
15663,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,70
15664,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,75
15665,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,80
15666,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,85
15667,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,90
15668,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,95
15669,0.26515,0.706230374,0.99634,0.94085,0.8444,0.99184,0.98172,0.47454,0.94819,0.8662,0.96547,0.98264,0.93039,0,53,97,55,10,100
12711,0.26726,0.706147378,0.98925,0.94232,0.85615,0.99318,0.98213,0.47695,0.95388,0.86697,0.94877,0.98437,0.93196,0,53,94,55,65,60
5463,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,70
5464,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,75
5465,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,80
5466,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,85
5467,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,90
5468,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,95
5469,0.26554,0.705763161,0.99609,0.94115,0.85359,0.98313,0.98105,0.47589,0.95281,0.86573,0.95554,0.98534,0.93089,0,51,95,55,10,100
5084,0.26611,0.705621558,0.98986,0.94159,0.84622,0.98431,0.98132,0.47554,0.94521,0.86823,0.97752,0.98371,0.93078,0,51,94,58,75,75
5085,0.26611,0.705621558,0.98986,0.94159,0.84622,0.98431,0.98132,0.47554,0.94521,0.86823,0.97752,0.98371,0.93078,0,51,94,58,75,80
5086,0.26611,0.705621558,0.98986,0.94159,0.84622,0.98431,0.98132,0.47554,0.94521,0.86823,0.97752,0.98371,0.93078,0,51,94,58,75,85
5087,0.26611,0.705621558,0.98986,0.94159,0.84622,0.98431,0.98132,0.47554,0.94521,0.86823,0.97752,0.98371,0.93078,0,51,94,58,75,90
5088,0.26611,0.705621558,0.98986,0.94159,0.84622,0.98431,0.98132,0.47554,0.94521,0.86823,0.97752,0.98371,0.93078,0,51,94,58,75,95
5089,0.26611,0.705621558,0.98986,0.94159,0.84622,0.98431,0.98132,0.47554,0.94521,0.86823,0.97752,0.98371,0.93078,0,51,94,58,75,100
16782,0.26477,0.705550747,0.99867,0.94259,0.84815,0.97996,0.97581,0.47531,0.94985,0.86806,0.96609,0.98272,0.93209,0,54,94,55,60,65
4371,0.26836,0.705491646,0.97872,0.94194,0.8484,0.99109,0.98735,0.47772,0.95541,0.86548,0.96812,0.98396,0.93179,0,51,94,54,60,60
10861,0.26396,0.705091863,0.99958,0.94222,0.84712,0.99154,0.97466,0.47503,0.94843,0.8679,0.95462,0.98443,0.93165,0,52,96,56,75,60
4651,0.26332,0.704856162,0.99993,0.93998,0.84692,0.97522,0.97553,0.4762,0.95255,0.86521,0.96929,0.98339,0.92945,0,51,94,56,30,60
