Run,Product,OSM,Compare,Pop,Edges,Clusters,Size,Leesalee,Slope,%Urban,Xmean,Ymean,Rad,Fmatch,Diff,Brd,Sprd,Slp,RG
2226,0.20638,0.578981369,0.97311,0.92385,0.78238,0.99953,0.99083,0.46567,0.93441,0.84627,0.91515,0.96307,0.91294,0,75,50,100,1,25
2328,0.21202,0.577780878,0.99483,0.93683,0.7856,0.99673,0.98774,0.46709,0.94377,0.85922,0.86502,0.9698,0.92571,0,75,75,75,1,75
2329,0.21202,0.577780878,0.99483,0.93683,0.7856,0.99673,0.98774,0.46709,0.94377,0.85922,0.86502,0.9698,0.92571,0,75,75,75,1,100
1741,0.20489,0.567377906,0.98909,0.92548,0.7999,0.97892,0.99448,0.46866,0.94152,0.84722,0.87025,0.96608,0.91453,0,50,75,100,75,25
3083,0.19902,0.564872771,0.96382,0.92454,0.7418,0.99543,0.99448,0.45681,0.92524,0.84989,0.97102,0.95554,0.91253,0,100,100,75,25,75
3084,0.19902,0.564872771,0.96382,0.92454,0.7418,0.99543,0.99448,0.45681,0.92524,0.84989,0.97102,0.95554,0.91253,0,100,100,75,25,100
2860,0.19863,0.560460001,0.95525,0.92171,0.75211,0.99958,0.99324,0.46303,0.92924,0.84679,0.9502,0.95894,0.91003,0,100,50,100,50,1
1731,0.19991,0.555207717,0.97631,0.92436,0.7836,0.97927,0.9979,0.46648,0.93378,0.84685,0.88972,0.96501,0.91336,0,50,75,100,25,25
2451,0.19735,0.554163808,0.94339,0.93224,0.73588,0.9984,0.98079,0.459,0.93267,0.86024,0.9563,0.96158,0.91957,0,75,100,75,1,25
2873,0.19732,0.549614854,0.96375,0.92569,0.77842,0.99967,0.99482,0.46439,0.93326,0.85015,0.88,0.96399,0.91409,0,100,50,100,100,75
2874,0.19732,0.549614854,0.96375,0.92569,0.77842,0.99967,0.99482,0.46439,0.93326,0.85015,0.88,0.96399,0.91409,0,100,50,100,100,100
2238,0.19579,0.549159062,0.96667,0.92339,0.76264,0.99691,0.99324,0.46453,0.92625,0.84736,0.9063,0.96396,0.91194,0,75,50,100,50,75
2239,0.19579,0.549159062,0.96667,0.92339,0.76264,0.99691,0.99324,0.46453,0.92625,0.84736,0.9063,0.96396,0.91194,0,75,50,100,50,100
1866,0.19654,0.549052495,0.95615,0.92306,0.76074,0.97842,0.99725,0.46431,0.92634,0.84836,0.93902,0.96084,0.91124,0,50,100,100,75,25
1728,0.19734,0.548022968,0.97437,0.924,0.78016,0.98128,0.9979,0.46695,0.94051,0.84631,0.8759,0.96518,0.91313,0,50,75,100,1,75
1729,0.19734,0.548022968,0.97437,0.924,0.78016,0.98128,0.9979,0.46695,0.94051,0.84631,0.8759,0.96518,0.91313,0,50,75,100,1,100
2373,0.1937,0.546604253,0.93146,0.9271,0.74375,0.99914,0.98357,0.46065,0.9271,0.85526,0.95884,0.9582,0.91451,0,75,75,100,100,75
2374,0.1937,0.546604253,0.93146,0.9271,0.74375,0.99914,0.98357,0.46065,0.9271,0.85526,0.95884,0.9582,0.91451,0,75,75,100,100,100
1727,0.19494,0.544544865,0.97003,0.92281,0.76365,0.97162,0.99725,0.46556,0.93332,0.84569,0.91625,0.95874,0.91178,0,50,75,100,1,50
1737,0.19524,0.542534497,0.97969,0.92378,0.79455,0.95173,0.99803,0.46687,0.93631,0.84615,0.8803,0.9618,0.91275,0,50,75,100,50,50
2225,0.19276,0.542308098,0.9686,0.92246,0.76962,1,0.99083,0.46541,0.92714,0.84587,0.88577,0.96031,0.91122,0,75,50,100,1,1
1725,0.19623,0.540964452,0.98425,0.92701,0.79606,0.99456,0.99689,0.46821,0.94299,0.84797,0.8223,0.96575,0.91648,0,50,75,100,1,1
2457,0.19374,0.538863429,0.95436,0.93503,0.7503,0.99995,0.98079,0.4609,0.93473,0.862,0.89154,0.96583,0.9227,0,75,100,75,25,50
2463,0.19597,0.538340264,0.96322,0.93583,0.7695,0.99083,0.98767,0.46289,0.94155,0.86206,0.85899,0.96849,0.92368,0,75,100,75,50,75
2464,0.19597,0.538340264,0.96322,0.93583,0.7695,0.99083,0.98767,0.46289,0.94155,0.86206,0.85899,0.96849,0.92368,0,75,100,75,50,100
1730,0.19303,0.537003504,0.98156,0.92345,0.78839,0.96275,0.99708,0.46721,0.93483,0.84559,0.86612,0.96401,0.91249,0,50,75,100,25,1
2461,0.1933,0.536146136,0.95889,0.93348,0.74446,0.99173,0.98522,0.46178,0.93749,0.86044,0.89742,0.9643,0.921,0,75,100,75,50,25
1726,0.19247,0.53445396,0.97344,0.92412,0.7885,0.99409,0.99803,0.46663,0.93488,0.84689,0.84328,0.96143,0.91307,0,50,75,100,1,25
1745,0.19418,0.534377773,0.99214,0.92889,0.78904,0.97426,0.9914,0.46957,0.93235,0.85026,0.83459,0.96936,0.91805,0,50,75,100,100,1
2338,0.19397,0.531905288,0.99319,0.93755,0.79078,0.99873,0.97891,0.4672,0.94697,0.86106,0.78801,0.96925,0.92605,0,75,75,75,50,75
