  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
   39 2014  2       3.20     0.00     0.00  2191.80     2.20 50830.80 50830.80 24044.80  2411.80   201.23   187.30   127.20     0.86    20.60     1.14    28.45     1.14     7.03   100.00    52.54     0.00     4.32     0.49  2197.20 
   39 2020  3       2.40     0.00     0.00  2318.40     1.20 64424.40 64424.40 25051.20  1992.00   203.00   187.26   143.20     0.84    31.40     1.21    30.20     1.21     1.00   100.00    62.28     0.00     3.60     0.47  2322.00 
   40 2007  1       3.60     0.00     0.00  1792.40     3.60 36048.40 36048.40 21204.60  2853.80   199.23   189.92   107.12     0.88    12.00     1.06    26.54     1.06    60.67     2.43    37.01     0.00     4.99     0.55  1799.60 
   40 2014  2       2.40     0.00     0.00  2142.40     3.00 50217.60 50217.60 24034.00  2433.20   201.11   187.31   126.43     0.86    20.00     1.14    28.45     1.14    32.27     5.27    52.15     0.00     4.28     0.49  2147.80 
   40 2020  3       2.20     0.00     0.00  2345.60     2.60 63830.00 63830.00 25062.00  2000.40   203.02   186.93   142.54     0.84    31.20     1.21    30.20     1.21     1.00     8.61    61.90     0.00     3.68     0.46  2350.40 
   41 2007  1       3.60     0.00     0.00  1813.40     2.40 36036.40 36036.40 21214.60  2851.20   199.57   190.08   107.10     0.88    12.00     1.06    26.54     1.06    60.69    26.43    37.01     0.00     5.05     0.55  1819.40 
   41 2014  2       3.20     0.00     0.00  2137.40     3.20 50287.00 50287.00 23945.40  2429.60   201.40   187.86   126.52     0.86    20.00     1.14    28.45     1.14    32.28    29.27    52.20     0.00     4.26     0.49  2143.80 
   41 2020  3       3.20     0.80     0.00  2347.40     0.20 63894.80 63894.80 24945.80  2014.00   202.94   187.29   142.61     0.85    31.00     1.21    30.20     1.21     1.00    32.62    61.94     0.00     3.68     0.46  2351.60 
   42 2007  1       3.40     0.00     0.00  1807.00     4.00 36030.40 36030.40 21241.40  2831.00   199.54   190.09   107.09     0.88    12.00     1.06    26.54     1.06    60.69    51.43    37.00     0.00     5.04     0.55  1814.40 
   42 2014  2       2.80     0.00     0.00  2105.60     1.00 50136.60 50136.60 23946.20  2422.00   201.35   187.65   126.33     0.86    20.00     1.14    28.45     1.14    32.30    54.27    52.10     0.00     4.21     0.49  2109.40 
   42 2020  3       2.60     0.00     0.00  2358.20     3.00 63730.60 63730.60 25053.60  2005.80   203.01   187.16   142.43     0.85    30.80     1.21    30.20     1.21     1.00    57.61    61.84     0.00     3.71     0.46  2363.80 
   43 2007  1       3.40     0.00     0.00  1807.00     4.00 36030.40 36030.40 21241.40  2831.00   199.54   190.09   107.09     0.88    12.00     1.06    26.54     1.06    60.69    76.43    37.00     0.00     5.04     0.55  1814.40 
   43 2014  2       2.80     0.00     0.00  2105.60     1.00 50136.60 50136.60 23946.20  2422.00   201.35   187.65   126.33     0.86    20.00     1.14    28.45     1.14    32.30    79.27    52.10     0.00     4.21     0.49  2109.40 
   43 2020  3       2.60     0.00     0.00  2358.20     3.00 63730.60 63730.60 25053.60  2005.80   203.01   187.16   142.43     0.85    30.80     1.21    30.20     1.21     1.00    82.61    61.84     0.00     3.71     0.46  2363.80 
   44 2007  1       3.40     0.00     0.00  1807.00     4.00 36030.40 36030.40 21241.40  2831.00   199.54   190.09   107.09     0.88    12.00     1.06    26.54     1.06    60.69   100.00    37.00     0.00     5.04     0.55  1814.40 
   44 2014  2       2.80     0.00     0.00  2105.60     1.00 50136.60 50136.60 23946.20  2422.00   201.35   187.65   126.33     0.86    20.00     1.14    28.45     1.14    32.30   100.00    52.10     0.00     4.21     0.49  2109.40 
   44 2020  3       2.60     0.00     0.00  2358.20     3.00 63730.60 63730.60 25053.60  2005.80   203.01   187.16   142.43     0.85    30.80     1.21    30.20     1.21     1.00   100.00    61.84     0.00     3.71     0.46  2363.80 
   45 2007  1       3.20     0.00     0.00  1751.80     2.00 35838.00 35838.00 21095.60  2844.00   199.29   189.95   106.81     0.88    12.00     1.06    26.54     1.06    85.71     2.43    36.89     0.00     4.90     0.56  1757.00 
   45 2014  2       2.60     0.00     0.00  2144.40     1.60 49778.80 49778.80 23963.40  2429.20   201.26   187.54   125.88     0.86    20.00     1.14    28.45     1.14    57.45     5.25    51.88     0.00     4.32     0.49  2148.60 
   45 2020  3       2.00     0.00     0.00  2322.60     1.20 63153.00 63153.00 25092.60  2036.60   203.07   187.05   141.78     0.84    30.40     1.21    30.20     1.21    24.25     8.58    61.47     0.00     3.68     0.46  2325.80 
   46 2007  1       2.60     0.00     0.00  1766.20     1.60 35789.80 35789.80 21107.40  2836.20   199.35   189.94   106.73     0.88    12.00     1.06    26.54     1.06    85.72    26.43    36.86     0.00     4.95     0.56  1770.40 
   46 2014  2       2.80     0.00     0.00  2122.80     2.20 49691.60 49691.60 23917.20  2418.00   201.29   187.63   125.77     0.86    20.00     1.14    28.45     1.14    57.48    29.25    51.82     0.00     4.28     0.49  2127.80 
   46 2020  3       3.20     0.00     0.00  2301.20     3.60 63053.60 63053.60 25075.60  2026.80   202.86   187.30   141.67     0.84    30.40     1.21    30.20     1.21    24.31    32.57    61.41     0.00     3.66     0.47  2308.00 
   47 2007  1       2.60     0.00     0.00  1758.60     3.60 35775.00 35775.00 21092.40  2842.60   199.40   190.09   106.71     0.88    12.00     1.06    26.54     1.06    85.72    51.43    36.85     0.00     4.93     0.56  1764.80 
   47 2014  2       2.80     0.00     0.00  2105.00     3.20 49625.20 49625.20 23896.00  2443.80   201.19   187.66   125.68     0.86    19.60     1.14    28.45     1.14    57.48    54.25    51.78     0.00     4.25     0.49  2111.00 
   47 2020  3       2.80     0.40     0.00  2290.20     2.20 62943.20 62943.20 25016.80  2032.20   202.89   187.00   141.55     0.84    30.20     1.21    30.20     1.21    24.34    57.57    61.34     0.00     3.65     0.46  2295.60 
   48 2007  1       2.60     0.00     0.00  1758.60     3.60 35775.00 35775.00 21092.40  2842.60   199.40   190.09   106.71     0.88    12.00     1.06    26.54     1.06    85.72    76.43    36.85     0.00     4.93     0.56  1764.80 
   48 2014  2       2.80     0.00     0.00  2105.00     3.20 49625.20 49625.20 23896.00  2443.80   201.19   187.66   125.68     0.86    19.60     1.14    28.45     1.14    57.48    79.25    51.78     0.00     4.25     0.49  2111.00 
   48 2020  3       2.80     0.40     0.00  2290.20     2.20 62943.20 62943.20 25016.80  2032.20   202.89   187.00   141.55     0.84    30.20     1.21    30.20     1.21    24.34    82.57    61.34     0.00     3.65     0.46  2295.60 
   49 2007  1       2.60     0.00     0.00  1758.60     3.60 35775.00 35775.00 21092.40  2842.60   199.40   190.09   106.71     0.88    12.00     1.06    26.54     1.06    85.72   100.00    36.85     0.00     4.93     0.56  1764.80 
   49 2014  2       2.80     0.00     0.00  2105.00     3.20 49625.20 49625.20 23896.00  2443.80   201.19   187.66   125.68     0.86    19.60     1.14    28.45     1.14    57.48   100.00    51.78     0.00     4.25     0.49  2111.00 
   49 2020  3       2.80     0.40     0.00  2290.20     2.20 62943.20 62943.20 25016.80  2032.20   202.89   187.00   141.55     0.84    30.20     1.21    30.20     1.21    24.34   100.00    61.34     0.00     3.65     0.46  2295.60 
   50 2007  1       2.80     0.00     0.00  3912.80     2.60 48991.80 48991.80 23607.20  2441.60   201.19   187.34   124.88     0.87    19.40     1.06    53.08     1.06     1.00     2.64    44.83     0.00     8.00     0.51  3918.20 
   50 2014  2       2.20     0.00     0.00  3870.40     4.00 76753.60 76753.60 24613.60  1673.80   204.72   188.35   156.31     0.83    44.80     1.14    56.90     1.14     1.00     6.28    68.90     0.00     5.05     0.43  3876.60 
   50 2020  3       2.20     0.00     0.00  3553.20     0.00 99215.20 99215.20 23607.00  1209.60   207.70   194.00   177.71     0.82    81.00     1.21    60.41     1.21     1.00    10.77    84.40     0.00     3.58     0.44  3555.40 
   51 2007  1       2.80     0.00     0.00  3911.80     2.80 48900.40 48900.40 23619.20  2450.80   201.06   187.40   124.76     0.87    19.20     1.06    53.08     1.06     1.00    26.63    44.78     0.00     8.01     0.51  3917.40 
   51 2014  2       1.60     0.40     0.00  3919.40     2.20 76732.00 76732.00 24638.80  1644.20   204.48   188.14   156.28     0.83    46.00     1.14    56.90     1.14     1.00    30.27    68.89     0.00     5.11     0.43  3923.60 
   51 2020  3       1.40     0.00     0.00  3546.00     1.20 98997.60 98997.60 23544.60  1204.20   207.33   193.50   177.52     0.82    81.20     1.21    60.41     1.21     1.00    34.76    84.26     0.00     3.58     0.44  3548.60 
   52 2007  1       2.60     0.00     0.00  3892.20     2.80 49066.60 49066.60 23599.00  2441.80   200.93   187.70   124.97     0.87    19.40     1.06    53.08     1.06     1.00    51.64    44.88     0.00     7.94     0.51  3897.60 
   52 2014  2       2.60     0.00     0.00  3904.20     2.60 76866.40 76866.40 24759.40  1629.60   204.34   188.51   156.42     0.83    46.40     1.14    56.90     1.14     1.00    55.28    68.98     0.00     5.09     0.43  3909.40 
   52 2020  3       1.40     0.00     0.00  3531.00     3.20 99251.40 99251.40 23446.20  1213.20   207.35   194.10   177.74     0.82    80.80     1.21    60.41     1.21     1.00    59.78    84.42     0.00     3.56     0.44  3535.60 
   53 2007  1       2.60     0.00     0.00  3892.20     2.80 49066.60 49066.60 23599.00  2441.80   200.93   187.70   124.97     0.87    19.40     1.06    53.08     1.06     1.00    76.64    44.88     0.00     7.94     0.51  3897.60 
   53 2014  2       2.60     0.00     0.00  3904.20     2.60 76866.40 76866.40 24759.40  1629.60   204.34   188.51   156.42     0.83    46.40     1.14    56.90     1.14     1.00    80.28    68.98     0.00     5.09     0.43  3909.40 
   53 2020  3       1.40     0.00     0.00  3531.00     3.20 99251.40 99251.40 23446.20  1213.20   207.35   194.10   177.74     0.82    80.80     1.21    60.41     1.21     1.00    84.78    84.42     0.00     3.56     0.44  3535.60 
   54 2007  1       2.60     0.00     0.00  3892.20     2.80 49066.60 49066.60 23599.00  2441.80   200.93   187.70   124.97     0.87    19.40     1.06    53.08     1.06     1.00   100.00    44.88     0.00     7.94     0.51  3897.60 
   54 2014  2       2.60     0.00     0.00  3904.20     2.60 76866.40 76866.40 24759.40  1629.60   204.34   188.51   156.42     0.83    46.40     1.14    56.90     1.14     1.00   100.00    68.98     0.00     5.09     0.43  3909.40 
   54 2020  3       1.40     0.00     0.00  3531.00     3.20 99251.40 99251.40 23446.20  1213.20   207.35   194.10   177.74     0.82    80.80     1.21    60.41     1.21     1.00   100.00    84.42     0.00     3.56     0.44  3535.60 
   55 2007  1       3.20     0.40     0.00  3844.60     3.60 48568.20 48568.20 23593.00  2439.80   201.14   187.60   124.34     0.87    19.20     1.06    53.08     1.06     8.72     2.63    44.58     0.00     7.93     0.51  3851.80 
   55 2014  2       2.40     0.00     0.00  3912.60     3.60 76371.60 76371.60 24779.00  1658.60   204.56   188.25   155.92     0.83    45.20     1.14    56.90     1.14     1.00     6.25    68.66     0.00     5.13     0.43  3918.60 
   55 2020  3       1.80     0.00     0.00  3560.80     0.20 98836.20 98836.20 23533.60  1213.60   207.55   193.49   177.37     0.82    80.40     1.21    60.41     1.21     1.00    10.73    84.16     0.00     3.60     0.44  3562.80 
   56 2007  1       3.40     0.00     0.00  3858.40     3.80 48726.60 48726.60 23585.40  2442.20   201.14   187.41   124.54     0.87    19.20     1.06    53.08     1.06     8.68    26.63    44.67     0.00     7.93     0.51  3865.60 
   56 2014  2       2.00     0.00     0.00  3947.60     2.20 76651.60 76651.60 24727.40  1630.00   204.74   188.14   156.20     0.83    46.20     1.14    56.90     1.14     1.00    30.26    68.84     0.00     5.16     0.43  3951.80 
   56 2020  3       0.80     0.00     0.00  3540.20     0.00 99082.60 99082.60 23606.00  1209.20   207.47   193.66   177.59     0.82    81.00     1.21    60.41     1.21     1.00    34.76    84.32     0.00     3.57     0.44  3541.00 
   57 2007  1       2.40     0.00     0.00  3844.20     5.20 48610.40 48610.40 23542.00  2449.60   201.12   187.39   124.39     0.87    19.20     1.06    53.08     1.06     8.70    51.63    44.60     0.00     7.92     0.51  3851.80 
   57 2014  2       2.00     0.00     0.00  3886.40     2.40 76446.20 76446.20 24672.40  1654.80   204.82   188.09   155.99     0.83    45.40     1.14    56.90     1.14     1.00    55.26    68.71     0.00     5.09     0.43  3890.80 
   57 2020  3       2.00     0.00     0.00  3544.20     0.00 98768.60 98768.60 23503.40  1211.20   207.61   193.41   177.31     0.82    80.60     1.21    60.41     1.21     1.00    59.74    84.12     0.00     3.59     0.44  3546.20 
   58 2007  1       2.40     0.00     0.00  3844.20     5.20 48610.40 48610.40 23542.00  2449.60   201.12   187.39   124.39     0.87    19.20     1.06    53.08     1.06     8.70    76.63    44.60     0.00     7.92     0.51  3851.80 
   58 2014  2       2.00     0.00     0.00  3886.40     2.40 76446.20 76446.20 24672.40  1654.80   204.82   188.09   155.99     0.83    45.40     1.14    56.90     1.14     1.00    80.26    68.71     0.00     5.09     0.43  3890.80 
   58 2020  3       2.00     0.00     0.00  3544.20     0.00 98768.60 98768.60 23503.40  1211.20   207.61   193.41   177.31     0.82    80.60     1.21    60.41     1.21     1.00    84.74    84.12     0.00     3.59     0.44  3546.20 
   59 2007  1       2.40     0.00     0.00  3844.20     5.20 48610.40 48610.40 23542.00  2449.60   201.12   187.39   124.39     0.87    19.20     1.06    53.08     1.06     8.70   100.00    44.60     0.00     7.92     0.51  3851.80 
   59 2014  2       2.00     0.00     0.00  3886.40     2.40 76446.20 76446.20 24672.40  1654.80   204.82   188.09   155.99     0.83    45.40     1.14    56.90     1.14     1.00   100.00    68.71     0.00     5.09     0.43  3890.80 
   59 2020  3       2.00     0.00     0.00  3544.20     0.00 98768.60 98768.60 23503.40  1211.20   207.61   193.41   177.31     0.82    80.60     1.21    60.41     1.21     1.00   100.00    84.12     0.00     3.59     0.44  3546.20 
   60 2007  1       3.00     0.00     0.00  3780.00     3.40 48060.60 48060.60 23439.80  2466.60   200.74   187.34   123.69     0.86    18.80     1.06    53.08     1.06    33.80     2.62    44.27     0.00     7.88     0.52  3786.40 
   60 2014  2       1.80     0.00     0.00  3949.60     1.80 75744.40 75744.40 24804.80  1661.00   204.43   187.79   155.27     0.83    44.80     1.14    56.90     1.14     1.00     6.22    68.27     0.00     5.22     0.44  3953.20 
   60 2020  3       1.80     0.40     0.00  3571.60     1.40 98233.80 98233.80 23534.60  1217.80   207.40   193.33   176.83     0.82    79.40     1.21    60.41     1.21     1.00    10.67    83.78     0.00     3.64     0.44  3575.20 
   61 2007  1       2.40     0.00     0.00  3798.60     5.00 48038.60 48038.60 23514.60  2451.80   200.79   187.56   123.66     0.86    19.00     1.06    53.08     1.06    33.81    26.62    44.26     0.00     7.92     0.51  3806.00 
   61 2014  2       1.80     0.00     0.00  3922.40     2.80 75686.00 75686.00 24781.40  1689.80   204.40   187.91   155.21     0.83    44.00     1.14    56.90     1.14     1.00    30.22    68.23     0.00     5.19     0.44  3927.00 
   61 2020  3       2.60     0.00     0.00  3596.40     1.00 98266.20 98266.20 23644.80  1214.60   207.32   193.22   176.86     0.82    79.80     1.21    60.41     1.21     1.00    34.67    83.80     0.00     3.66     0.44  3600.00 
   62 2007  1       2.00     0.40     0.00  3798.40     4.40 48052.80 48052.80 23432.60  2464.20   201.15   187.94   123.68     0.87    19.00     1.06    53.08     1.06    33.81    51.62    44.26     0.00     7.92     0.51  3805.20 
   62 2014  2       2.40     0.00     0.00  3924.20     2.00 75719.00 75719.00 24735.20  1679.60   204.77   188.19   155.25     0.83    44.20     1.14    56.90     1.14     1.00    55.22    68.25     0.00     5.19     0.44  3928.60 
   62 2020  3       1.80     0.00     0.00  3622.40     1.40 98261.40 98261.40 23601.60  1210.60   207.51   193.53   176.85     0.82    80.00     1.21    60.41     1.21     1.00    59.67    83.79     0.00     3.69     0.44  3625.60 
   63 2007  1       2.20     0.40     0.00  3794.40     3.40 48075.80 48075.80 23406.20  2458.80   201.31   187.77   123.71     0.87    19.00     1.06    53.08     1.06    33.80    76.62    44.28     0.00     7.90     0.51  3800.40 
   63 2014  2       2.40     0.00     0.00  3924.20     2.20 75711.20 75711.20 24761.00  1678.60   204.73   188.22   155.24     0.83    44.40     1.14    56.90     1.14     1.00    80.22    68.25     0.00     5.19     0.44  3928.80 
   63 2020  3       2.20     0.00     0.00  3623.60     0.80 98370.00 98370.00 23702.40  1232.60   207.60   193.50   176.95     0.82    78.60     1.21    60.41     1.21     1.00    84.68    83.86     0.00     3.69     0.44  3626.60 
   64 2007  1       2.20     0.40     0.00  3794.40     3.40 48075.80 48075.80 23406.20  2458.80   201.31   187.77   123.71     0.87    19.00     1.06    53.08     1.06    33.80   100.00    44.28     0.00     7.90     0.51  3800.40 
