Run,Product,OSM,Compare,Pop,Edges,Clusters,Size,Leesalee,Slope,%Urban,Xmean,Ymean,Rad,Fmatch,Diff,Brd,Sprd,Slp,RG
6378,0.29387,0.779920827,0.99686,0.92921,0.88275,0.99977,0.99019,0.48459,0.95963,0.85383,0.99424,0.99993,0.91969,0,38,100,28,10,1
6406,0.29394,0.779583337,0.99362,0.92982,0.88257,0.99981,0.98923,0.48473,0.96341,0.85449,0.99259,0.99999,0.92022,0,38,100,28,50,40
6169,0.29391,0.77822118,0.99124,0.92939,0.88267,0.99767,0.99083,0.4854,0.96319,0.85364,0.99603,0.9999,0.9199,0,38,97,28,20,10
5728,0.29374,0.777679993,0.99383,0.92852,0.88111,0.9991,0.99418,0.48474,0.96224,0.85274,0.99489,1,0.9191,0,38,91,28,1,40
5963,0.29172,0.777528995,0.99012,0.92856,0.88251,0.99748,0.98492,0.48596,0.96599,0.85304,0.99457,0.99997,0.91895,0,38,94,28,30,50
5942,0.29286,0.777374101,0.99279,0.92869,0.88462,0.99253,0.99226,0.48425,0.96123,0.8529,0.99904,0.99998,0.91925,0,38,94,28,1,20
6187,0.29385,0.777164468,0.98546,0.93054,0.88698,0.99804,0.98684,0.48675,0.96199,0.8546,0.99547,0.99972,0.92105,0,38,97,28,50,10
5523,0.29498,0.777112855,0.98272,0.92933,0.88766,0.99966,0.99291,0.48736,0.96213,0.8525,0.99684,0.99983,0.92012,0,38,88,28,20,30
6379,0.293,0.775153544,0.9946,0.92877,0.88256,0.99885,0.99324,0.4852,0.96228,0.85324,0.98942,0.99978,0.91926,0,38,100,28,10,10
6157,0.29312,0.774306714,0.99367,0.92819,0.88224,0.99585,0.9953,0.48559,0.95757,0.85262,0.99799,0.9999,0.91867,0,38,97,28,1,10
5959,0.29091,0.773894224,0.9882,0.93017,0.88286,0.99493,0.98492,0.48521,0.96189,0.85434,0.99677,0.9997,0.92068,0,38,94,28,30,10
6384,0.29273,0.773609356,0.99104,0.92896,0.88078,0.99889,0.99551,0.48454,0.95662,0.85308,0.99845,0.99996,0.91953,0,38,100,28,20,1
6376,0.29031,0.773264745,0.999,0.92779,0.87927,0.99215,0.99083,0.48402,0.96138,0.85254,0.99478,0.99998,0.91823,0,38,100,28,1,40
6160,0.29205,0.773082971,0.99737,0.92869,0.87813,0.99238,0.99355,0.48476,0.96076,0.85338,0.99694,0.99995,0.91914,0,38,97,28,1,40
6159,0.29109,0.772304016,0.99592,0.92824,0.8826,0.99839,0.99355,0.48428,0.96074,0.85256,0.98681,1,0.91882,0,38,97,28,1,30
6390,0.28852,0.772281102,0.99005,0.92984,0.88524,0.99687,0.98006,0.48496,0.9589,0.85406,0.99176,0.99961,0.92036,0,38,100,28,30,1
6377,0.29065,0.77199718,0.99632,0.92941,0.87907,0.99774,0.98973,0.48391,0.95587,0.85466,0.99442,1,0.91977,0,38,100,28,1,50
5753,0.29083,0.771419398,0.98817,0.92858,0.87979,0.9964,0.98923,0.48624,0.96538,0.85287,0.99341,1,0.91901,0,38,91,28,40,50
5530,0.29077,0.771156227,0.9842,0.92944,0.88537,0.99923,0.9887,0.48589,0.96269,0.85307,0.9899,0.99993,0.92007,0,38,88,28,30,40
5731,0.29169,0.770842847,0.98528,0.92871,0.88495,0.99487,0.99189,0.48683,0.966,0.85243,0.99067,0.99985,0.91931,0,38,91,28,10,10
6177,0.28829,0.770831095,0.9929,0.92733,0.87883,0.99948,0.98561,0.48538,0.95824,0.85187,0.99473,0.99991,0.91773,0,38,97,28,30,30
5724,0.29085,0.770830783,0.99119,0.92785,0.88312,0.99829,0.99291,0.48563,0.95494,0.85209,0.99559,0.99998,0.91836,0,38,91,28,1,1
5297,0.29244,0.770770255,0.97519,0.92728,0.8857,1,0.99879,0.48701,0.96486,0.8494,0.99755,0.99986,0.91831,0,33,100,28,1,50
6407,0.29027,0.770562963,0.99095,0.92914,0.87928,0.99886,0.98805,0.48572,0.95986,0.85363,0.99274,1,0.91955,0,38,100,28,50,50
6389,0.29123,0.77026993,0.99661,0.92862,0.87578,0.99745,0.99445,0.48481,0.95889,0.85327,0.99364,0.99999,0.91907,0,38,100,28,20,50
6165,0.29146,0.769885652,0.99645,0.92857,0.87844,0.99999,0.99445,0.48547,0.95545,0.85327,0.99143,0.99995,0.919,0,38,97,28,10,30
6380,0.29012,0.769824947,0.99677,0.92833,0.87749,0.99422,0.99226,0.48462,0.95665,0.853,0.99693,0.99989,0.91878,0,38,100,28,10,20
6381,0.29017,0.769601277,0.99832,0.92759,0.87561,0.99905,0.9953,0.48408,0.95775,0.85252,0.99197,0.99998,0.91794,0,38,100,28,10,30
6405,0.29152,0.769582483,0.99071,0.92901,0.87605,0.99954,0.9959,0.48467,0.96001,0.85359,0.99469,0.99999,0.91937,0,38,100,28,50,30
6178,0.28997,0.769538276,0.99617,0.92879,0.87879,0.99994,0.99083,0.48471,0.95687,0.85355,0.98931,0.99985,0.91919,0,38,97,28,30,40
6173,0.28905,0.769262075,0.99462,0.92806,0.87876,0.99355,0.99124,0.48411,0.96092,0.85242,0.99343,0.9999,0.91859,0,38,97,28,20,50
6164,0.28893,0.769030242,0.99565,0.92789,0.87924,0.99861,0.98973,0.48485,0.95948,0.8526,0.98811,0.99999,0.91829,0,38,97,28,10,20
6392,0.28813,0.768931056,0.99453,0.92931,0.88075,0.99027,0.98435,0.48469,0.95876,0.85393,0.99502,0.99991,0.91974,0,38,100,28,30,20
6394,0.2891,0.768678013,0.99607,0.92922,0.87654,0.9905,0.98747,0.48495,0.96289,0.85408,0.99351,0.99991,0.91958,0,38,100,28,30,40
5940,0.29101,0.768496743,0.9875,0.92946,0.88244,0.99425,0.99324,0.48565,0.95842,0.85315,0.99591,0.99981,0.92014,0,38,94,28,1,1
6387,0.28992,0.768443929,0.99605,0.92853,0.87727,0.99616,0.99226,0.48494,0.95965,0.8532,0.99078,0.99996,0.91896,0,38,100,28,20,30
6388,0.28927,0.768266903,0.99643,0.92784,0.87515,0.99472,0.99355,0.48412,0.96046,0.85245,0.99388,0.99999,0.91829,0,38,100,28,20,40
5729,0.28881,0.768233229,0.99035,0.92695,0.87869,0.99927,0.99226,0.48524,0.96003,0.85101,0.99291,0.99985,0.91751,0,38,91,28,1,50
